,report_date,health_district,age_group,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-08-04T00:00:00.000,Alexandria,0-9,162,2,0
1,2020-08-04T00:00:00.000,Alexandria,10-19,211,5,0
2,2020-08-04T00:00:00.000,Alexandria,20-29,499,11,1
3,2020-08-04T00:00:00.000,Alexandria,30-39,661,33,0
4,2020-08-04T00:00:00.000,Alexandria,40-49,529,44,0
5,2020-08-04T00:00:00.000,Alexandria,50-59,357,54,11
6,2020-08-04T00:00:00.000,Alexandria,60-69,232,54,3
7,2020-08-04T00:00:00.000,Alexandria,70-79,108,41,18
8,2020-08-04T00:00:00.000,Alexandria,80+,97,29,27
9,2020-08-04T00:00:00.000,Alexandria,Missing,11,0,0
10,2020-08-04T00:00:00.000,Alleghany,0-9,22,0,0
11,2020-08-04T00:00:00.000,Alleghany,10-19,106,0,0
12,2020-08-04T00:00:00.000,Alleghany,20-29,162,1,0
13,2020-08-04T00:00:00.000,Alleghany,30-39,120,2,0
14,2020-08-04T00:00:00.000,Alleghany,40-49,126,2,0
15,2020-08-04T00:00:00.000,Alleghany,50-59,129,7,1
16,2020-08-04T00:00:00.000,Alleghany,60-69,82,8,1
17,2020-08-04T00:00:00.000,Alleghany,70-79,79,9,10
18,2020-08-04T00:00:00.000,Alleghany,80+,44,11,5
19,2020-08-04T00:00:00.000,Alleghany,Missing,2,0,0
20,2020-08-04T00:00:00.000,Arlington,0-9,66,2,0
21,2020-08-04T00:00:00.000,Arlington,10-19,150,5,0
22,2020-08-04T00:00:00.000,Arlington,20-29,596,22,0
23,2020-08-04T00:00:00.000,Arlington,30-39,552,43,0
24,2020-08-04T00:00:00.000,Arlington,40-49,482,53,8
25,2020-08-04T00:00:00.000,Arlington,50-59,421,70,6
26,2020-08-04T00:00:00.000,Arlington,60-69,308,82,19
27,2020-08-04T00:00:00.000,Arlington,70-79,180,73,33
28,2020-08-04T00:00:00.000,Arlington,80+,205,85,70
29,2020-08-04T00:00:00.000,Arlington,Missing,13,1,0
30,2020-08-04T00:00:00.000,Central Shenandoah,0-9,80,0,0
31,2020-08-04T00:00:00.000,Central Shenandoah,10-19,164,1,0
32,2020-08-04T00:00:00.000,Central Shenandoah,20-29,533,11,0
33,2020-08-04T00:00:00.000,Central Shenandoah,30-39,399,8,0
34,2020-08-04T00:00:00.000,Central Shenandoah,40-49,438,16,0
35,2020-08-04T00:00:00.000,Central Shenandoah,50-59,453,36,4
36,2020-08-04T00:00:00.000,Central Shenandoah,60-69,325,49,14
37,2020-08-04T00:00:00.000,Central Shenandoah,70-79,173,51,16
38,2020-08-04T00:00:00.000,Central Shenandoah,80+,143,35,20
39,2020-08-04T00:00:00.000,Central Shenandoah,Missing,1,0,0
40,2020-08-04T00:00:00.000,Central Virginia,0-9,32,0,0
41,2020-08-04T00:00:00.000,Central Virginia,10-19,131,2,0
42,2020-08-04T00:00:00.000,Central Virginia,20-29,270,3,0
43,2020-08-04T00:00:00.000,Central Virginia,30-39,164,8,0
44,2020-08-04T00:00:00.000,Central Virginia,40-49,159,3,0
45,2020-08-04T00:00:00.000,Central Virginia,50-59,174,6,4
46,2020-08-04T00:00:00.000,Central Virginia,60-69,108,15,2
47,2020-08-04T00:00:00.000,Central Virginia,70-79,67,11,3
48,2020-08-04T00:00:00.000,Central Virginia,80+,49,8,2
49,2020-08-04T00:00:00.000,Central Virginia,Missing,1,0,0
50,2020-08-04T00:00:00.000,Chesapeake,0-9,82,1,0
51,2020-08-04T00:00:00.000,Chesapeake,10-19,194,1,0
52,2020-08-04T00:00:00.000,Chesapeake,20-29,549,5,0
53,2020-08-04T00:00:00.000,Chesapeake,30-39,519,16,0
54,2020-08-04T00:00:00.000,Chesapeake,40-49,407,33,1
55,2020-08-04T00:00:00.000,Chesapeake,50-59,368,38,1
56,2020-08-04T00:00:00.000,Chesapeake,60-69,260,44,5
57,2020-08-04T00:00:00.000,Chesapeake,70-79,142,43,4
58,2020-08-04T00:00:00.000,Chesapeake,80+,123,35,19
59,2020-08-04T00:00:00.000,Chesapeake,Missing,45,1,0
60,2020-08-04T00:00:00.000,Chesterfield,0-9,171,2,0
61,2020-08-04T00:00:00.000,Chesterfield,10-19,422,1,0
62,2020-08-04T00:00:00.000,Chesterfield,20-29,813,12,0
63,2020-08-04T00:00:00.000,Chesterfield,30-39,881,17,1
64,2020-08-04T00:00:00.000,Chesterfield,40-49,767,32,3
65,2020-08-04T00:00:00.000,Chesterfield,50-59,592,54,5
66,2020-08-04T00:00:00.000,Chesterfield,60-69,375,63,19
67,2020-08-04T00:00:00.000,Chesterfield,70-79,165,34,24
68,2020-08-04T00:00:00.000,Chesterfield,80+,164,36,48
69,2020-08-04T00:00:00.000,Chesterfield,Missing,110,1,0
70,2020-08-04T00:00:00.000,Chickahominy,0-9,22,0,0
71,2020-08-04T00:00:00.000,Chickahominy,10-19,71,0,0
72,2020-08-04T00:00:00.000,Chickahominy,20-29,149,3,0
73,2020-08-04T00:00:00.000,Chickahominy,30-39,123,3,0
74,2020-08-04T00:00:00.000,Chickahominy,40-49,119,14,1
75,2020-08-04T00:00:00.000,Chickahominy,50-59,160,23,1
76,2020-08-04T00:00:00.000,Chickahominy,60-69,105,26,8
77,2020-08-04T00:00:00.000,Chickahominy,70-79,79,24,7
78,2020-08-04T00:00:00.000,Chickahominy,80+,86,37,27
79,2020-08-04T00:00:00.000,Chickahominy,Missing,15,0,0
80,2020-08-04T00:00:00.000,Crater,0-9,46,2,0
81,2020-08-04T00:00:00.000,Crater,10-19,98,1,0
82,2020-08-04T00:00:00.000,Crater,20-29,345,9,0
83,2020-08-04T00:00:00.000,Crater,30-39,386,9,0
84,2020-08-04T00:00:00.000,Crater,40-49,312,22,1
85,2020-08-04T00:00:00.000,Crater,50-59,367,36,4
86,2020-08-04T00:00:00.000,Crater,60-69,308,58,18
87,2020-08-04T00:00:00.000,Crater,70-79,187,43,21
88,2020-08-04T00:00:00.000,Crater,80+,146,33,21
89,2020-08-04T00:00:00.000,Crater,Missing,20,0,0
90,2020-08-04T00:00:00.000,Cumberland Plateau,0-9,10,0,0
91,2020-08-04T00:00:00.000,Cumberland Plateau,10-19,40,1,0
92,2020-08-04T00:00:00.000,Cumberland Plateau,20-29,41,0,0
93,2020-08-04T00:00:00.000,Cumberland Plateau,30-39,39,2,0
94,2020-08-04T00:00:00.000,Cumberland Plateau,40-49,37,2,0
95,2020-08-04T00:00:00.000,Cumberland Plateau,50-59,49,5,0
96,2020-08-04T00:00:00.000,Cumberland Plateau,60-69,28,5,0
97,2020-08-04T00:00:00.000,Cumberland Plateau,70-79,22,2,0
98,2020-08-04T00:00:00.000,Cumberland Plateau,80+,11,5,1
99,2020-08-04T00:00:00.000,Cumberland Plateau,Missing,0,0,0
100,2020-08-04T00:00:00.000,Eastern Shore,0-9,25,2,0
101,2020-08-04T00:00:00.000,Eastern Shore,10-19,67,1,0
102,2020-08-04T00:00:00.000,Eastern Shore,20-29,205,6,0
103,2020-08-04T00:00:00.000,Eastern Shore,30-39,245,11,0
104,2020-08-04T00:00:00.000,Eastern Shore,40-49,259,13,2
105,2020-08-04T00:00:00.000,Eastern Shore,50-59,282,21,5
106,2020-08-04T00:00:00.000,Eastern Shore,60-69,185,30,8
107,2020-08-04T00:00:00.000,Eastern Shore,70-79,53,19,10
108,2020-08-04T00:00:00.000,Eastern Shore,80+,50,23,19
109,2020-08-04T00:00:00.000,Eastern Shore,Missing,6,0,0
110,2020-08-04T00:00:00.000,Fairfax,0-9,561,21,0
111,2020-08-04T00:00:00.000,Fairfax,10-19,1079,33,0
112,2020-08-04T00:00:00.000,Fairfax,20-29,2691,96,3
113,2020-08-04T00:00:00.000,Fairfax,30-39,3092,207,6
114,2020-08-04T00:00:00.000,Fairfax,40-49,2916,301,10
115,2020-08-04T00:00:00.000,Fairfax,50-59,2495,339,34
116,2020-08-04T00:00:00.000,Fairfax,60-69,1565,352,65
117,2020-08-04T00:00:00.000,Fairfax,70-79,725,255,120
118,2020-08-04T00:00:00.000,Fairfax,80+,845,318,302
119,2020-08-04T00:00:00.000,Fairfax,Missing,158,5,0
120,2020-08-04T00:00:00.000,Hampton,0-9,27,0,0
121,2020-08-04T00:00:00.000,Hampton,10-19,65,0,0
122,2020-08-04T00:00:00.000,Hampton,20-29,289,3,0
123,2020-08-04T00:00:00.000,Hampton,30-39,204,3,0
124,2020-08-04T00:00:00.000,Hampton,40-49,165,6,0
125,2020-08-04T00:00:00.000,Hampton,50-59,146,11,1
126,2020-08-04T00:00:00.000,Hampton,60-69,103,11,3
127,2020-08-04T00:00:00.000,Hampton,70-79,57,12,2
128,2020-08-04T00:00:00.000,Hampton,80+,23,3,1
129,2020-08-04T00:00:00.000,Hampton,Missing,24,0,0
130,2020-08-04T00:00:00.000,Henrico,0-9,136,4,0
131,2020-08-04T00:00:00.000,Henrico,10-19,280,4,0
132,2020-08-04T00:00:00.000,Henrico,20-29,599,19,0
133,2020-08-04T00:00:00.000,Henrico,30-39,667,19,0
134,2020-08-04T00:00:00.000,Henrico,40-49,549,36,2
135,2020-08-04T00:00:00.000,Henrico,50-59,471,52,11
136,2020-08-04T00:00:00.000,Henrico,60-69,357,57,35
137,2020-08-04T00:00:00.000,Henrico,70-79,247,53,44
138,2020-08-04T00:00:00.000,Henrico,80+,344,76,89
139,2020-08-04T00:00:00.000,Henrico,Missing,40,1,1
140,2020-08-04T00:00:00.000,Lenowisco,0-9,14,0,0
141,2020-08-04T00:00:00.000,Lenowisco,10-19,26,0,0
142,2020-08-04T00:00:00.000,Lenowisco,20-29,37,0,0
143,2020-08-04T00:00:00.000,Lenowisco,30-39,42,1,1
144,2020-08-04T00:00:00.000,Lenowisco,40-49,33,4,0
145,2020-08-04T00:00:00.000,Lenowisco,50-59,48,6,1
146,2020-08-04T00:00:00.000,Lenowisco,60-69,43,7,2
147,2020-08-04T00:00:00.000,Lenowisco,70-79,25,10,3
148,2020-08-04T00:00:00.000,Lenowisco,80+,11,4,0
149,2020-08-04T00:00:00.000,Lenowisco,Missing,0,0,0
150,2020-08-04T00:00:00.000,Lord Fairfax,0-9,76,2,0
151,2020-08-04T00:00:00.000,Lord Fairfax,10-19,188,3,0
152,2020-08-04T00:00:00.000,Lord Fairfax,20-29,417,7,0
153,2020-08-04T00:00:00.000,Lord Fairfax,30-39,404,11,1
154,2020-08-04T00:00:00.000,Lord Fairfax,40-49,390,19,1
155,2020-08-04T00:00:00.000,Lord Fairfax,50-59,400,34,3
156,2020-08-04T00:00:00.000,Lord Fairfax,60-69,268,52,14
157,2020-08-04T00:00:00.000,Lord Fairfax,70-79,170,46,19
158,2020-08-04T00:00:00.000,Lord Fairfax,80+,190,43,47
159,2020-08-04T00:00:00.000,Lord Fairfax,Missing,2,0,0
160,2020-08-04T00:00:00.000,Loudoun,0-9,190,4,0
161,2020-08-04T00:00:00.000,Loudoun,10-19,706,1,0
162,2020-08-04T00:00:00.000,Loudoun,20-29,856,10,0
163,2020-08-04T00:00:00.000,Loudoun,30-39,869,31,0
164,2020-08-04T00:00:00.000,Loudoun,40-49,951,60,1
165,2020-08-04T00:00:00.000,Loudoun,50-59,777,68,4
166,2020-08-04T00:00:00.000,Loudoun,60-69,290,56,8
167,2020-08-04T00:00:00.000,Loudoun,70-79,168,53,19
168,2020-08-04T00:00:00.000,Loudoun,80+,221,56,80
169,2020-08-04T00:00:00.000,Loudoun,Missing,65,0,1
170,2020-08-04T00:00:00.000,Mount Rogers,0-9,54,1,0
171,2020-08-04T00:00:00.000,Mount Rogers,10-19,106,0,0
172,2020-08-04T00:00:00.000,Mount Rogers,20-29,203,0,0
173,2020-08-04T00:00:00.000,Mount Rogers,30-39,186,6,0
174,2020-08-04T00:00:00.000,Mount Rogers,40-49,184,5,2
175,2020-08-04T00:00:00.000,Mount Rogers,50-59,187,14,2
176,2020-08-04T00:00:00.000,Mount Rogers,60-69,157,22,2
177,2020-08-04T00:00:00.000,Mount Rogers,70-79,107,37,15
178,2020-08-04T00:00:00.000,Mount Rogers,80+,92,36,30
179,2020-08-04T00:00:00.000,Mount Rogers,Missing,0,0,0
180,2020-08-04T00:00:00.000,New River,0-9,13,0,0
181,2020-08-04T00:00:00.000,New River,10-19,53,0,0
182,2020-08-04T00:00:00.000,New River,20-29,131,0,0
183,2020-08-04T00:00:00.000,New River,30-39,57,2,0
184,2020-08-04T00:00:00.000,New River,40-49,61,3,0
185,2020-08-04T00:00:00.000,New River,50-59,62,5,0
186,2020-08-04T00:00:00.000,New River,60-69,35,6,0
187,2020-08-04T00:00:00.000,New River,70-79,32,10,4
188,2020-08-04T00:00:00.000,New River,80+,16,6,3
189,2020-08-04T00:00:00.000,New River,Missing,3,0,0
190,2020-08-04T00:00:00.000,Norfolk,0-9,117,2,0
191,2020-08-04T00:00:00.000,Norfolk,10-19,217,1,0
192,2020-08-04T00:00:00.000,Norfolk,20-29,1119,12,0
193,2020-08-04T00:00:00.000,Norfolk,30-39,623,19,1
194,2020-08-04T00:00:00.000,Norfolk,40-49,408,17,1
195,2020-08-04T00:00:00.000,Norfolk,50-59,370,31,4
196,2020-08-04T00:00:00.000,Norfolk,60-69,330,46,5
197,2020-08-04T00:00:00.000,Norfolk,70-79,127,34,7
198,2020-08-04T00:00:00.000,Norfolk,80+,74,15,8
199,2020-08-04T00:00:00.000,Norfolk,Missing,40,1,0
200,2020-08-04T00:00:00.000,Peninsula,0-9,100,0,0
201,2020-08-04T00:00:00.000,Peninsula,10-19,170,1,0
202,2020-08-04T00:00:00.000,Peninsula,20-29,738,1,0
203,2020-08-04T00:00:00.000,Peninsula,30-39,506,13,2
204,2020-08-04T00:00:00.000,Peninsula,40-49,403,15,1
205,2020-08-04T00:00:00.000,Peninsula,50-59,336,24,3
206,2020-08-04T00:00:00.000,Peninsula,60-69,248,36,4
207,2020-08-04T00:00:00.000,Peninsula,70-79,149,45,13
208,2020-08-04T00:00:00.000,Peninsula,80+,91,30,20
209,2020-08-04T00:00:00.000,Peninsula,Missing,35,0,0
210,2020-08-04T00:00:00.000,Piedmont,0-9,28,0,0
211,2020-08-04T00:00:00.000,Piedmont,10-19,45,0,0
212,2020-08-04T00:00:00.000,Piedmont,20-29,237,2,0
213,2020-08-04T00:00:00.000,Piedmont,30-39,277,5,0
214,2020-08-04T00:00:00.000,Piedmont,40-49,242,12,0
215,2020-08-04T00:00:00.000,Piedmont,50-59,232,25,3
216,2020-08-04T00:00:00.000,Piedmont,60-69,169,23,3
217,2020-08-04T00:00:00.000,Piedmont,70-79,89,27,6
218,2020-08-04T00:00:00.000,Piedmont,80+,61,23,17
219,2020-08-04T00:00:00.000,Piedmont,Missing,1,0,0
220,2020-08-04T00:00:00.000,Pittsylvania-Danville,0-9,22,0,0
221,2020-08-04T00:00:00.000,Pittsylvania-Danville,10-19,47,0,0
222,2020-08-04T00:00:00.000,Pittsylvania-Danville,20-29,93,0,0
223,2020-08-04T00:00:00.000,Pittsylvania-Danville,30-39,107,1,0
224,2020-08-04T00:00:00.000,Pittsylvania-Danville,40-49,133,8,1
225,2020-08-04T00:00:00.000,Pittsylvania-Danville,50-59,131,20,0
226,2020-08-04T00:00:00.000,Pittsylvania-Danville,60-69,97,13,2
227,2020-08-04T00:00:00.000,Pittsylvania-Danville,70-79,43,14,1
228,2020-08-04T00:00:00.000,Pittsylvania-Danville,80+,54,10,5
229,2020-08-04T00:00:00.000,Pittsylvania-Danville,Missing,0,0,0
230,2020-08-04T00:00:00.000,Portsmouth,0-9,46,3,0
231,2020-08-04T00:00:00.000,Portsmouth,10-19,138,0,0
232,2020-08-04T00:00:00.000,Portsmouth,20-29,362,12,0
233,2020-08-04T00:00:00.000,Portsmouth,30-39,309,13,1
234,2020-08-04T00:00:00.000,Portsmouth,40-49,248,15,1
235,2020-08-04T00:00:00.000,Portsmouth,50-59,216,29,2
236,2020-08-04T00:00:00.000,Portsmouth,60-69,172,26,7
237,2020-08-04T00:00:00.000,Portsmouth,70-79,82,22,7
238,2020-08-04T00:00:00.000,Portsmouth,80+,37,9,6
239,2020-08-04T00:00:00.000,Portsmouth,Missing,21,0,0
240,2020-08-04T00:00:00.000,Prince William,0-9,447,11,0
241,2020-08-04T00:00:00.000,Prince William,10-19,972,8,0
242,2020-08-04T00:00:00.000,Prince William,20-29,2039,59,0
243,2020-08-04T00:00:00.000,Prince William,30-39,2088,103,2
244,2020-08-04T00:00:00.000,Prince William,40-49,2269,177,8
245,2020-08-04T00:00:00.000,Prince William,50-59,1694,210,16
246,2020-08-04T00:00:00.000,Prince William,60-69,899,185,48
247,2020-08-04T00:00:00.000,Prince William,70-79,358,111,50
248,2020-08-04T00:00:00.000,Prince William,80+,261,89,76
249,2020-08-04T00:00:00.000,Prince William,Missing,178,3,0
250,2020-08-04T00:00:00.000,Rappahannock,0-9,146,2,0
251,2020-08-04T00:00:00.000,Rappahannock,10-19,343,3,0
252,2020-08-04T00:00:00.000,Rappahannock,20-29,615,14,0
253,2020-08-04T00:00:00.000,Rappahannock,30-39,617,26,0
254,2020-08-04T00:00:00.000,Rappahannock,40-49,582,48,2
255,2020-08-04T00:00:00.000,Rappahannock,50-59,513,59,4
256,2020-08-04T00:00:00.000,Rappahannock,60-69,264,54,8
257,2020-08-04T00:00:00.000,Rappahannock,70-79,134,43,16
258,2020-08-04T00:00:00.000,Rappahannock,80+,116,44,22
259,2020-08-04T00:00:00.000,Rappahannock,Missing,26,0,0
260,2020-08-04T00:00:00.000,Rappahannock Rapidan,0-9,95,1,0
261,2020-08-04T00:00:00.000,Rappahannock Rapidan,10-19,167,3,0
262,2020-08-04T00:00:00.000,Rappahannock Rapidan,20-29,355,6,0
263,2020-08-04T00:00:00.000,Rappahannock Rapidan,30-39,367,19,1
264,2020-08-04T00:00:00.000,Rappahannock Rapidan,40-49,347,21,2
265,2020-08-04T00:00:00.000,Rappahannock Rapidan,50-59,283,32,2
266,2020-08-04T00:00:00.000,Rappahannock Rapidan,60-69,154,21,4
267,2020-08-04T00:00:00.000,Rappahannock Rapidan,70-79,48,13,8
268,2020-08-04T00:00:00.000,Rappahannock Rapidan,80+,35,17,9
269,2020-08-04T00:00:00.000,Rappahannock Rapidan,Missing,12,0,0
270,2020-08-04T00:00:00.000,Richmond,0-9,123,6,0
271,2020-08-04T00:00:00.000,Richmond,10-19,245,2,0
272,2020-08-04T00:00:00.000,Richmond,20-29,744,19,0
273,2020-08-04T00:00:00.000,Richmond,30-39,643,34,1
274,2020-08-04T00:00:00.000,Richmond,40-49,475,37,4
275,2020-08-04T00:00:00.000,Richmond,50-59,354,58,1
276,2020-08-04T00:00:00.000,Richmond,60-69,256,59,7
277,2020-08-04T00:00:00.000,Richmond,70-79,106,45,17
278,2020-08-04T00:00:00.000,Richmond,80+,46,22,9
279,2020-08-04T00:00:00.000,Richmond,Missing,23,0,0
280,2020-08-04T00:00:00.000,Roanoke,0-9,34,0,0
281,2020-08-04T00:00:00.000,Roanoke,10-19,102,0,0
282,2020-08-04T00:00:00.000,Roanoke,20-29,204,4,0
283,2020-08-04T00:00:00.000,Roanoke,30-39,209,3,0
284,2020-08-04T00:00:00.000,Roanoke,40-49,126,2,0
285,2020-08-04T00:00:00.000,Roanoke,50-59,95,2,0
286,2020-08-04T00:00:00.000,Roanoke,60-69,60,3,0
287,2020-08-04T00:00:00.000,Roanoke,70-79,28,3,2
288,2020-08-04T00:00:00.000,Roanoke,80+,51,4,12
289,2020-08-04T00:00:00.000,Roanoke,Missing,4,0,0
290,2020-08-04T00:00:00.000,Southside,0-9,9,0,0
291,2020-08-04T00:00:00.000,Southside,10-19,23,0,0
292,2020-08-04T00:00:00.000,Southside,20-29,89,2,0
293,2020-08-04T00:00:00.000,Southside,30-39,114,4,0
294,2020-08-04T00:00:00.000,Southside,40-49,92,6,0
295,2020-08-04T00:00:00.000,Southside,50-59,98,12,0
296,2020-08-04T00:00:00.000,Southside,60-69,82,16,6
297,2020-08-04T00:00:00.000,Southside,70-79,73,13,16
298,2020-08-04T00:00:00.000,Southside,80+,86,12,13
299,2020-08-04T00:00:00.000,Southside,Missing,0,0,0
300,2020-08-04T00:00:00.000,Thomas Jefferson,0-9,79,1,0
301,2020-08-04T00:00:00.000,Thomas Jefferson,10-19,146,2,0
302,2020-08-04T00:00:00.000,Thomas Jefferson,20-29,322,2,0
303,2020-08-04T00:00:00.000,Thomas Jefferson,30-39,335,12,0
304,2020-08-04T00:00:00.000,Thomas Jefferson,40-49,270,19,0
305,2020-08-04T00:00:00.000,Thomas Jefferson,50-59,218,16,2
306,2020-08-04T00:00:00.000,Thomas Jefferson,60-69,167,30,4
307,2020-08-04T00:00:00.000,Thomas Jefferson,70-79,128,24,9
308,2020-08-04T00:00:00.000,Thomas Jefferson,80+,157,31,24
309,2020-08-04T00:00:00.000,Thomas Jefferson,Missing,2,0,0
310,2020-08-04T00:00:00.000,Three Rivers,0-9,16,1,0
311,2020-08-04T00:00:00.000,Three Rivers,10-19,56,1,0
312,2020-08-04T00:00:00.000,Three Rivers,20-29,176,4,0
313,2020-08-04T00:00:00.000,Three Rivers,30-39,205,6,0
314,2020-08-04T00:00:00.000,Three Rivers,40-49,187,12,2
315,2020-08-04T00:00:00.000,Three Rivers,50-59,148,11,0
316,2020-08-04T00:00:00.000,Three Rivers,60-69,107,15,1
317,2020-08-04T00:00:00.000,Three Rivers,70-79,57,11,6
318,2020-08-04T00:00:00.000,Three Rivers,80+,43,8,6
319,2020-08-04T00:00:00.000,Three Rivers,Missing,7,0,0
320,2020-08-04T00:00:00.000,Virginia Beach,0-9,134,0,0
321,2020-08-04T00:00:00.000,Virginia Beach,10-19,326,0,0
322,2020-08-04T00:00:00.000,Virginia Beach,20-29,1177,10,0
323,2020-08-04T00:00:00.000,Virginia Beach,30-39,883,17,0
324,2020-08-04T00:00:00.000,Virginia Beach,40-49,596,23,2
325,2020-08-04T00:00:00.000,Virginia Beach,50-59,523,24,1
326,2020-08-04T00:00:00.000,Virginia Beach,60-69,400,47,5
327,2020-08-04T00:00:00.000,Virginia Beach,70-79,204,49,13
328,2020-08-04T00:00:00.000,Virginia Beach,80+,178,45,28
329,2020-08-04T00:00:00.000,Virginia Beach,Missing,108,0,0
330,2020-08-04T00:00:00.000,Western Tidewater,0-9,43,0,0
331,2020-08-04T00:00:00.000,Western Tidewater,10-19,111,0,0
332,2020-08-04T00:00:00.000,Western Tidewater,20-29,276,6,0
