,report_date,case_status,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-08-19T00:00:00.000,Confirmed,104475,8868,2293
1,2020-08-19T00:00:00.000,Probable,4544,57,117
2,2020-08-18T00:00:00.000,Confirmed,103809,8793,2278
3,2020-08-18T00:00:00.000,Probable,4473,56,118
4,2020-08-17T00:00:00.000,Confirmed,103016,8713,2268
5,2020-08-17T00:00:00.000,Probable,4405,54,117
6,2020-08-16T00:00:00.000,Confirmed,102299,8682,2266
7,2020-08-16T00:00:00.000,Probable,4388,55,115
8,2020-08-15T00:00:00.000,Confirmed,101448,8648,2265
9,2020-08-15T00:00:00.000,Probable,4302,53,116
10,2020-08-14T00:00:00.000,Confirmed,100603,8597,2255
11,2020-08-14T00:00:00.000,Probable,4235,53,115
12,2020-08-13T00:00:00.000,Confirmed,99428,8540,2248
13,2020-08-13T00:00:00.000,Probable,4194,52,115
14,2020-08-12T00:00:00.000,Confirmed,98374,8480,2238
15,2020-08-12T00:00:00.000,Probable,4147,52,114
16,2020-08-11T00:00:00.000,Confirmed,97712,8407,2232
17,2020-08-11T00:00:00.000,Probable,4033,51,112
18,2020-08-10T00:00:00.000,Confirmed,96807,8341,2215
19,2020-08-10T00:00:00.000,Probable,3942,50,112
20,2020-08-09T00:00:00.000,Confirmed,96167,8319,2214
21,2020-08-09T00:00:00.000,Probable,3919,50,112
22,2020-08-08T00:00:00.000,Confirmed,95326,8282,2211
23,2020-08-08T00:00:00.000,Probable,3863,50,111
24,2020-08-07T00:00:00.000,Confirmed,94141,8231,2208
25,2020-08-07T00:00:00.000,Probable,3741,50,109
26,2020-08-06T00:00:00.000,Confirmed,92244,8135,2191
27,2020-08-06T00:00:00.000,Probable,3623,48,108
28,2020-08-05T00:00:00.000,Confirmed,91473,8077,2164
29,2020-08-05T00:00:00.000,Probable,3576,49,110
30,2020-08-04T00:00:00.000,Confirmed,90728,8037,2134
31,2020-08-04T00:00:00.000,Probable,3523,48,110
32,2020-08-03T00:00:00.000,Confirmed,89602,7970,2108
33,2020-08-03T00:00:00.000,Probable,3504,48,110
34,2020-08-02T00:00:00.000,Confirmed,88324,7907,2108
35,2020-08-02T00:00:00.000,Probable,3458,48,110
36,2020-08-01T00:00:00.000,Confirmed,87367,7862,2105
37,2020-08-01T00:00:00.000,Probable,3434,48,110
38,2020-07-31T00:00:00.000,Confirmed,86501,7820,2067
39,2020-07-31T00:00:00.000,Probable,3387,46,107
40,2020-07-30T00:00:00.000,Confirmed,85546,7740,2035
41,2020-07-30T00:00:00.000,Probable,3358,46,106
42,2020-07-29T00:00:00.000,Confirmed,84700,7692,2020
43,2020-07-29T00:00:00.000,Probable,3293,46,105
44,2020-07-28T00:00:00.000,Confirmed,83732,7640,1991
45,2020-07-28T00:00:00.000,Probable,3262,46,104
46,2020-07-27T00:00:00.000,Confirmed,82871,7600,1978
47,2020-07-27T00:00:00.000,Probable,3201,47,104
48,2020-07-26T00:00:00.000,Confirmed,81393,7546,1975
49,2020-07-26T00:00:00.000,Probable,3174,47,103
50,2020-07-25T00:00:00.000,Confirmed,80480,7524,1972
51,2020-07-25T00:00:00.000,Probable,3129,46,103
52,2020-07-24T00:00:00.000,Confirmed,79253,7472,1964
53,2020-07-24T00:00:00.000,Probable,3111,43,103
54,2020-07-23T00:00:00.000,Confirmed,78182,7394,1951
55,2020-07-23T00:00:00.000,Probable,3055,43,103
56,2020-07-22T00:00:00.000,Confirmed,77380,7307,1948
57,2020-07-22T00:00:00.000,Probable,3013,44,103
58,2020-07-21T00:00:00.000,Confirmed,76427,7223,1945
59,2020-07-21T00:00:00.000,Probable,2944,44,103
60,2020-07-20T00:00:00.000,Confirmed,75415,7157,1927
61,2020-07-20T00:00:00.000,Probable,2960,44,104
62,2020-07-19T00:00:00.000,Confirmed,74490,7121,1923
63,2020-07-19T00:00:00.000,Probable,2940,44,104
64,2020-07-18T00:00:00.000,Confirmed,73420,7102,1921
65,2020-07-18T00:00:00.000,Probable,2953,45,104
66,2020-07-17T00:00:00.000,Confirmed,72516,7040,1909
67,2020-07-17T00:00:00.000,Probable,2917,47,104
68,2020-07-16T00:00:00.000,Confirmed,71570,6975,1903
69,2020-07-16T00:00:00.000,Probable,2861,45,104
70,2020-07-15T00:00:00.000,Confirmed,70669,6859,1882
71,2020-07-15T00:00:00.000,Probable,2858,46,110
72,2020-07-14T00:00:00.000,Confirmed,69610,6771,1870
73,2020-07-14T00:00:00.000,Probable,2833,46,107
74,2020-07-13T00:00:00.000,Confirmed,68814,6720,1861
75,2020-07-13T00:00:00.000,Probable,2828,45,107
76,2020-07-12T00:00:00.000,Confirmed,67830,6699,1859
77,2020-07-12T00:00:00.000,Probable,2840,45,107
78,2020-07-11T00:00:00.000,Confirmed,66963,6663,1857
79,2020-07-11T00:00:00.000,Probable,2819,44,105
80,2020-07-10T00:00:00.000,Confirmed,66095,6632,1853
81,2020-07-10T00:00:00.000,Probable,2836,43,105
82,2020-07-09T00:00:00.000,Confirmed,65191,6582,1832
83,2020-07-09T00:00:00.000,Probable,2797,43,105
84,2020-07-08T00:00:00.000,Confirmed,64583,6534,1799
85,2020-07-08T00:00:00.000,Probable,2792,43,106
86,2020-07-07T00:00:00.000,Confirmed,63950,6470,1775
87,2020-07-07T00:00:00.000,Probable,2790,42,106
88,2020-07-06T00:00:00.000,Confirmed,63339,6394,1747
89,2020-07-06T00:00:00.000,Probable,2763,41,106
90,2020-07-05T00:00:00.000,Confirmed,62981,6377,1746
91,2020-07-05T00:00:00.000,Probable,2767,41,107
92,2020-07-04T00:00:00.000,Confirmed,62400,6370,1745
93,2020-07-04T00:00:00.000,Probable,2709,35,104
94,2020-07-03T00:00:00.000,Confirmed,61690,6348,1741
95,2020-07-03T00:00:00.000,Probable,2703,34,104
96,2020-07-02T00:00:00.000,Confirmed,61039,6298,1712
97,2020-07-02T00:00:00.000,Probable,2696,35,104
98,2020-07-01T00:00:00.000,Confirmed,60528,6228,1681
99,2020-07-01T00:00:00.000,Probable,2675,34,105
100,2020-06-30T00:00:00.000,Confirmed,60124,6169,1658
101,2020-06-30T00:00:00.000,Probable,2663,34,105
102,2020-06-29T00:00:00.000,Confirmed,59522,6128,1635
103,2020-06-29T00:00:00.000,Probable,2667,36,105
104,2020-06-28T00:00:00.000,Confirmed,59071,6100,1628
105,2020-06-28T00:00:00.000,Probable,2665,36,104
106,2020-06-27T00:00:00.000,Confirmed,58611,6084,1620
107,2020-06-27T00:00:00.000,Probable,2636,36,104
108,2020-06-26T00:00:00.000,Confirmed,57977,6035,1596
109,2020-06-26T00:00:00.000,Probable,2593,36,104
110,2020-06-25T00:00:00.000,Confirmed,57384,5961,1572
111,2020-06-25T00:00:00.000,Probable,2562,34,103
112,2020-06-24T00:00:00.000,Confirmed,56956,5922,1559
113,2020-06-24T00:00:00.000,Probable,2558,33,102
114,2020-06-23T00:00:00.000,Confirmed,56452,5881,1542
115,2020-06-23T00:00:00.000,Probable,2542,32,103
116,2020-06-22T00:00:00.000,Confirmed,55949,5837,1517
117,2020-06-22T00:00:00.000,Probable,2516,32,103
118,2020-06-21T00:00:00.000,Confirmed,55504,5808,1508
119,2020-06-21T00:00:00.000,Probable,2490,32,103
120,2020-06-20T00:00:00.000,Confirmed,54953,5775,1504
121,2020-06-20T00:00:00.000,Probable,2490,32,103
122,2020-06-19T00:00:00.000,Confirmed,54312,5765,1499
123,2020-06-19T00:00:00.000,Probable,2481,32,103
124,2020-06-18T00:00:00.000,Confirmed,53769,5713,1482
125,2020-06-18T00:00:00.000,Probable,2469,31,104
126,2020-06-17T00:00:00.000,Confirmed,53318,5661,1478
127,2020-06-17T00:00:00.000,Probable,2457,31,105
128,2020-06-16T00:00:00.000,Confirmed,52917,5614,1465
129,2020-06-16T00:00:00.000,Probable,2414,29,105
130,2020-06-15T00:00:00.000,Confirmed,52460,5557,1444
131,2020-06-15T00:00:00.000,Probable,2426,31,108
132,2020-06-14T00:00:00.000,Confirmed,52103,5506,1438
133,2020-06-14T00:00:00.000,Probable,2403,30,108
134,2020-06-13T00:00:00.000,Confirmed,51499,5482,1435
135,2020-06-13T00:00:00.000,Probable,2370,29,106
136,2020-06-12T00:00:00.000,Confirmed,50853,5417,1426
137,2020-06-12T00:00:00.000,Probable,2358,28,108
138,2020-06-11T00:00:00.000,Confirmed,50275,5331,1413
139,2020-06-11T00:00:00.000,Probable,2372,29,107
140,2020-06-10T00:00:00.000,Confirmed,49785,5240,1408
141,2020-06-10T00:00:00.000,Probable,2392,32,106
142,2020-06-09T00:00:00.000,Confirmed,49362,5172,1391
143,2020-06-09T00:00:00.000,Probable,2376,31,105
144,2020-06-08T00:00:00.000,Confirmed,48879,5112,1373
145,2020-06-08T00:00:00.000,Probable,2372,31,104
146,2020-06-07T00:00:00.000,Confirmed,48349,5075,1369
147,2020-06-07T00:00:00.000,Probable,2332,31,103
148,2020-06-06T00:00:00.000,Confirmed,47123,5024,1357
149,2020-06-06T00:00:00.000,Probable,2274,30,103
150,2020-06-05T00:00:00.000,Confirmed,46281,4978,1350
151,2020-06-05T00:00:00.000,Probable,2251,30,103
152,2020-06-04T00:00:00.000,Confirmed,45620,4925,1338
153,2020-06-04T00:00:00.000,Probable,2236,32,107
154,2020-06-03T00:00:00.000,Confirmed,44715,4852,1322
155,2020-06-03T00:00:00.000,Probable,2190,32,106
156,2020-06-02T00:00:00.000,Confirmed,44069,4738,1300
157,2020-06-02T00:00:00.000,Probable,2170,32,107
158,2020-06-01T00:00:00.000,Confirmed,43247,4660,1282
159,2020-06-01T00:00:00.000,Probable,2151,34,110
160,2020-05-31T00:00:00.000,Confirmed,42499,4611,1274
161,2020-05-31T00:00:00.000,Probable,2108,32,101
162,2020-05-30T00:00:00.000,Confirmed,41529,4570,1269
163,2020-05-30T00:00:00.000,Probable,2082,31,101
164,2020-05-29T00:00:00.000,Confirmed,40477,4497,1258
165,2020-05-29T00:00:00.000,Probable,2056,32,100
166,2020-05-28T00:00:00.000,Confirmed,39393,4410,1236
167,2020-05-28T00:00:00.000,Probable,2008,32,102
168,2020-05-27T00:00:00.000,Confirmed,38276,4351,1202
169,2020-05-27T00:00:00.000,Probable,1973,34,79
170,2020-05-26T00:00:00.000,Confirmed,37440,4294,1175
171,2020-05-26T00:00:00.000,Probable,1902,31,61
172,2020-05-25T00:00:00.000,Confirmed,35890,4239,1158
173,2020-05-25T00:00:00.000,Probable,1837,30,50
174,2020-05-24T00:00:00.000,Confirmed,34451,4185,1135
175,2020-05-24T00:00:00.000,Probable,1793,29,36
176,2020-05-23T00:00:00.000,Confirmed,33962,4153,1123
177,2020-05-23T00:00:00.000,Probable,1787,28,36
178,2020-05-22T00:00:00.000,Confirmed,33208,4117,1100
179,2020-05-22T00:00:00.000,Probable,1742,28,36
180,2020-05-21T00:00:00.000,Confirmed,32428,4066,1064
181,2020-05-21T00:00:00.000,Probable,1709,27,35
182,2020-05-20T00:00:00.000,Confirmed,31247,3951,1040
183,2020-05-20T00:00:00.000,Probable,1661,28,34
184,2020-05-19T00:00:00.000,Confirmed,30539,3876,1007
185,2020-05-19T00:00:00.000,Probable,1606,28,34
186,2020-05-18T00:00:00.000,Confirmed,29591,3796,980
187,2020-05-18T00:00:00.000,Probable,1549,26,34
188,2020-05-17T00:00:00.000,Confirmed,28901,3749,975
189,2020-05-17T00:00:00.000,Probable,1487,26,34
190,2020-05-16T00:00:00.000,Confirmed,28233,3697,968
191,2020-05-16T00:00:00.000,Probable,1450,27,34
192,2020-05-15T00:00:00.000,Confirmed,27293,3630,944
193,2020-05-15T00:00:00.000,Probable,1379,27,33
194,2020-05-14T00:00:00.000,Confirmed,26469,3568,927
195,2020-05-14T00:00:00.000,Probable,1344,24,28
196,2020-05-13T00:00:00.000,Confirmed,25431,3498,899
197,2020-05-13T00:00:00.000,Probable,1315,22,28
198,2020-05-12T00:00:00.000,Confirmed,24601,3373,864
199,2020-05-12T00:00:00.000,Probable,1199,22,27
200,2020-05-11T00:00:00.000,Confirmed,23889,3278,823
201,2020-05-11T00:00:00.000,Probable,1181,22,27
202,2020-05-10T00:00:00.000,Confirmed,22962,3190,813
203,2020-05-10T00:00:00.000,Probable,1119,21,26
204,2020-05-09T00:00:00.000,Confirmed,22086,3143,801
205,2020-05-09T00:00:00.000,Probable,1110,21,26
206,2020-05-08T00:00:00.000,Confirmed,21274,3039,787
207,2020-05-08T00:00:00.000,Probable,1068,20,25
208,2020-05-07T00:00:00.000,Confirmed,20537,2934,745
209,2020-05-07T00:00:00.000,Probable,1033,21,24
210,2020-05-05T00:00:00.000,Confirmed,19357,2754,690
211,2020-05-05T00:00:00.000,Probable,899,19,23
212,2020-05-04T00:00:00.000,Confirmed,18640,2681,662
213,2020-05-04T00:00:00.000,Probable,852,19,22
214,2020-05-03T00:00:00.000,Confirmed,17873,2613,644
215,2020-05-03T00:00:00.000,Probable,798,14,16
216,2020-05-02T00:00:00.000,Confirmed,16979,2510,607
217,2020-05-02T00:00:00.000,Probable,752,9,9
218,2020-05-01T00:00:00.000,Confirmed,16109,2407,572
219,2020-05-01T00:00:00.000,Probable,792,9,9
220,2020-04-30T00:00:00.000,Confirmed,15180,2313,543
221,2020-04-30T00:00:00.000,Probable,666,9,9
222,2020-04-29T00:00:00.000,Confirmed,14328,2252,513
223,2020-04-29T00:00:00.000,Probable,633,7,9
224,2020-04-28T00:00:00.000,Confirmed,13794,2158,487
225,2020-04-28T00:00:00.000,Probable,545,7,5
226,2020-04-27T00:00:00.000,Confirmed,13036,2059,454
227,2020-04-27T00:00:00.000,Probable,499,7,4
228,2020-04-26T00:00:00.000,Confirmed,12488,2007,444
229,2020-04-26T00:00:00.000,Probable,482,7,4
230,2020-04-25T00:00:00.000,Confirmed,11902,1935,432
231,2020-04-25T00:00:00.000,Probable,464,7,4
232,2020-04-24T00:00:00.000,Confirmed,11169,1829,407
233,2020-04-24T00:00:00.000,Probable,425,8,3
234,2020-04-23T00:00:00.000,Confirmed,10627,1743,370
235,2020-04-23T00:00:00.000,Probable,371,10,2
236,2020-04-22T00:00:00.000,Confirmed,9952,1656,347
237,2020-04-22T00:00:00.000,Probable,314,3,2
238,2020-04-21T00:00:00.000,Confirmed,9451,1578,321
239,2020-04-21T00:00:00.000,Probable,179,3,3
